,word1,word2,tag,BTag,label
4031,pArSva,carmANi,T6,T,T
4032,anu,wApam,Tp,T,T
4033,vqkRa,AxIn,Bs6,B,B
4034,asmaw,AxeH,Bs6,B,B
4035,ewaw,upaveSanaM,K1,K,T
4036,Sama,parasya,Bs6,B,B
4037,inXana,sWam,T7,T,T
4038,sWUla,piNdikAH,Bs6,B,B
4039,manxa,svareNa,K1,K,T
4040,snigXa,varNaH,Bs6,B,B
4041,manas,cikiwsAlaye,T6,T,T
4042,na,kRawAm,Tn,T,T
4043,kqSa,uxarIm,Bs6,B,B
4044,Arya,cAruxawwaH,K1,K,T
4045,ahaMkAra,parigraham,T6,T,T
4046,sarva,vqwwAnwam,K1,K,T
4047,na,Binnena,Tn,T,T
4048,vana,kAmaM,Bs6,B,B
4049,Awwa,ganXAH,Bs6,B,B
4050,samyak,vqwwAH,Bs6,B,B
4051,apAna,akRaH,Bs6,B,B
4052,Sawa,guH,Bs6,B,B
4053,nEH,SreyasI,Tp,T,T
4054,sawya,yajFAH,Bs6,B,B
4055,prawyakRa,XarmAH,Bs6,B,B
4056,anna,guNAn,T6,T,T
4057,xvija,agreByaH,T7,T,T
4058,xqDa,vrawaH_Bs,Bs6,B,B
4059,kaliwa,aFjaliH,Bs3,B,B
4060,maXya,nimnaH,Bs6,B,B
4061,xur,BAvanAyA,Bvp,B,B
4062,nyAya,priya,Bs6,B,B
4063,Xarmma,ISam,K1,K,T
4064,ekAnwa,SIlI,Bs6,B,B
4065,vi,avasWA,Tp,T,T
4066,Sruwi,saMpannAH,T3,T,T
4067,SlAGya,guNaH,Bs6,B,B
4068,na,AlambaH,Tn,T,T
4069,su,cariwaM,Tp,T,T
4070,sarva,xeva,K1,K,T
4071,go,vqRam,K1,K,T
4072,sva,vakRasi,T6,T,T
4073,pakRa,pAwena,T7,T,T
4074,saM,jAwaM,Tp,T,T
4075,haswin,snAnam,T6,T,T
4076,wqNa,AxayaH,Bs6,B,B
4077,guru,gAwra,K1,K,T
4078,maruwwara,Sakati,K7,K,T
4079,xina,ananwaram,T6,T,T
4080,Agama,anAgamO,DiV,D,D
4081,na,calam,Tn,T,T
4082,kalaha,priyA,Bs6,B,B
4083,sawwva,Axi,Bs6,B,B
4084,sa,praNayam,BvS,B,B
4085,a,viroxXAraM,Tn,T,T
4086,sa,arWakaM,BvS,B,B
4087,aparAhNa,kAla,K1,K,T
4088,niwya,uxako,Bs6,B,B
4089,a,jFaH,Tn,T,T
4090,jIvana,nirvAhasya,T6,T,T
4091,xuH,prajFAH,K1,K,T
4092,na,xamBiwvam,Tn,T,T
4093,sa,prasekaH,BvS,B,B
4094,sa,ahaMkAreNa,T3,T,T
4095,Oxaka,AnUpam,Ds,D,D
4096,wyakwa,XarmaH,Bs3,B,B
4097,niraswa,pAxape,Bs5,B,B
4098,vinawa,vaxanaH,Bs6,B,B
4099,puwra,vaXvoH,T6,T,T
4100,ucca,Sabxena,K1,K,T
4101,SuxXi,saMSrayam,Bs6,B,B
4102,prawarxana,praBqwayaH,Bs6,B,B
4103,kaMsa,AxInAm,Bs6,B,B
4104,asama,praxeSasya,K7,K,T
4105,viMSaw,bAhuH,Bs6,B,B
4106,kqwajFawA,pUrvakam,Bss,B,B
4107,prasanna,muKaM,Bs6,B,B
4108,gawa,klamasya,Bs6,B,B
4109,kUpa,samIpam,T6,T,T
4110,vahni,BayAw,T6,T,T
4111,sa,upasneha,BvS,B,B
4112,a,nikewanaH,Tn,T,T
4113,varwula,Axi,Bs6,B,B
4114,iwi,Axi,Bs6,B,B
4115,su,vyAhqwaM,K1,K,T
4116,su,ciram,Tp,T,T
4117,svarNa,puruRasya,Km,K,T
4118,alpa,wejAH,Bs6,B,B
4119,SuBa,xarSanam,Bs6,B,B
4120,kqwa,saMGAwAH,Bs3,B,B
4121,Safku,karNaH,BsU,B,B
4122,ASrama,sWAn,T7,T,T
4123,sUpa,japAH,Bs6,B,B
4124,miSra,mahoxayena,K7,K,T
4125,jala,mallakam,T6,T,T
4126,bqhaw,SAKaH,Bs6,B,B
4127,Xarma,samAviRtaH,T3,T,T
4128,vIraBaxra,nAmakaH,Bs6,B,B
4129,a,nAWAH,Bsmn,B,B
4130,sa,kutumbam,BvS,B,B
4131,uxagra,rUpam,Bs6,B,B
4132,sixXa,puruRaH,K1,K,T
4133,meGa,GoREH,Bs6,B,B
4134,wEla,prapUriwaH,T3,T,T
4135,a,wulam,Bsmn,B,B
4136,kula,Axi,Bs6,B,B
4137,kRuxrabuxXi,nAmA,Bs6,B,B
4138,Binna,rucaya,Bs6,B,B
4139,vicAra,mUDayoH,T3,T,T
4140,canxra,uxayaH,T6,T,T
4141,sama,upakaraNO,Bs6,B,B
4142,vi,sPUrjiwam,Tp,T,T
4143,eka,akRa,Bs6,B,B
4144,jagaw,sWiwaM,T7,T,T
4145,mahA,uwsAhAn,Bs6,B,B
4146,wEryyak,yonyaH,Bs6,B,B
4147,jvalana,AxinA,Bs6,B,B
4148,parama,valgunA,K1,K,T
4149,rUkRa,pUrvaH,T3,T,T
4150,anunaya,parigrahaH,T6,T,T
4151,parama,ISvara,K1,K,T
4152,gaBIra,reKayA,K1,K,T
4153,pAMdya,rAjam,T3,T,T
4154,wIvra,uwsAhena,K1,K,T
4155,axBuwa,xarSana,Bs6,B,B
4156,sa,hAsaM,BvS,B,B
4157,caNda,aMSunA,K1,K,T
4158,sa,snehaM,BvS,B,B
4159,lawA,viSeRaH,K7,K,T
4160,sam,Asanna,Tp,T,T
4161,waraNa,saMvqwe,T3,T,T
4162,yajFa,prayojanam,Bs7,B,B
4163,yOvana,saxqSam,T3,T,T
4164,a,punarBave,Tn,T,T
4165,sWira,mawiH,Bs6,B,B
4166,prawi,sanXyam,A1,A,A
4167,saMvqwa,AwmA,Bs6,B,B
4168,priya,nivexyamAnAni,T3,T,T
4169,vi,vqxXaH,Tp,T,T
4170,inxra,AxiByaH,Bs6,B,B
4171,yaWA,samBavam,A1,A,A
4172,pOwrI,nirviSeRam,T6,T,T
4173,paFca,SawAH,Bss,B,B
4174,sixXi,kAraNam,T6,T,T
4175,maha,asuraH,K1,K,T
4176,krUra,xqRti,Bs6,B,B
4177,arXa,rAwram,T1,T,T
4178,vikrewu,kAmaH,Bv,B,B
4179,niyawa,AwmanAm,Bs6,B,B
4180,svalpa,kAlAya,K1,K,T
4181,XUwa,pApmA,Bs3,B,B
4182,mahA,iRvAsaH,Bs6,B,B
4183,pra,yawamAnAyAM,Tp,T,T
4184,maw,prawiveSinI,T6,T,T
4185,praNaya,leSam,T6,T,T
4186,kuSa,uxakam,T6,T,T
4187,xqRta,BayAH,Bs3,B,B
4188,puwra,sahiwAm,T3,T,T
4189,kroXa,samBavam,Bs6,B,B
4190,puruRa,saMjFa,Bs6,B,B
4191,alpa,AyuH,Bs6,B,B
4192,mahA,rujA,Bs7,B,B
4193,xvi,viXA,Bvsp,B,B
4194,manasa,AwmanaH,T3,T,T
4195,Sawru,senAyA,T6,T,T
4196,xuryoXana,muKam,Bs6,B,B
4197,waWA,viXAnAm,Bs6,B,B
4198,kuSa,nABasya,Bv,B,B
4199,pari,pUriwam,Tp,T,T
4200,laGu,kukkutAH,K1,K,T
4201,xurbala,AwmanaH,Bs6,B,B
4202,saM,nipAwe,Tp,T,T
4203,baka,rAkRasam,K7,K,T
4204,kqwa,saMkewAni,Bs3,B,B
4205,a,kAmA,Bsmn,B,B
4206,SuBa,lakRaNaH,Bs6,B,B
4207,anwarhiwa,spqRtaH,T3,T,T
4208,xuryoXana,ASriwaH,T2,T,T
4209,na,saMXeyAH,Bsmn,B,B
4210,guNa,anviwena,T3,T,T
4211,sawya,sanXaH,Bs6,B,B
4212,paFca,wawvam,Tds,T,T
4213,giri,SiKarAw,T6,T,T
4214,BUmi,gqhaM,T7,T,T
4215,vikAra,saMjFa,Bs6,B,B
4216,mahA,raWaH,Bs6,B,B
4217,pra,karwavyA,Tp,T,T
4218,kARTa,vikrewA,T6,T,T
4219,xvi,akRaraH,Bs6,B,B
4220,sa,PANiwaM,BvS,B,B
4221,BUwa,arWam,T2,T,T
4222,karma,mUlaM,T6,T,T
4223,agni,sAkRikam,Bs6,B,B
4224,na,vakwavyAsi,Tn,T,T
4225,viwwa,iSaH,T6,T,T
4226,wIkRNa,XAraH,Bs6,B,B
4227,SamA,AwmakaH,Bs6,B,B
4228,sva,vaSaH,T6,T,T
4229,xvi,rasAni,K1,K,T
4230,su,meXasaH,Bs6,B,B
4231,haTa,praNIwaM,T3,T,T
4232,ciwragrIva,nAmA,Bs6,B,B
4233,sa,smiwaM,BvS,B,B
4234,eka,xinam,K1,K,T
4235,xUra,sWaM,T7,T,T
4236,jala,vihAram,T7,T,T
4237,arGya,AxiBiH,Bs6,B,B
4238,jiwa,svargAH,Bs3,B,B
4239,xik,mUDaH,T7,T,T
4240,sa,bAhuByAM,BvS,B,B
4241,vyAyAma,uRNam,Bv,B,B
4242,paMdiwa,mahoxayena,K7,K,T
4243,cApa,vawsam,Ds,D,D
4244,manas,BAvaH,T6,T,T
4245,muKa,rogAH,T6,T,T
4246,an,unmawwAH,Tn,T,T
4247,xakRiNa,araNye,K1,K,T
4248,sAgaraH,upamAH,Bs6,B,B
4249,nAga,kewuH,Bs6,B,B
4250,saM,viBAgAn,K1,K,T
4251,na,upamaM,Tn,T,T
4252,a,vivekaH,Bsmn,B,B
4253,vi,SruwaH,Tp,T,T
4254,paraspara,saMlApe,T2,T,T
4255,aBi,yAne,Tp,T,T
4256,sam,rakRaNam,Tp,T,T
4257,xur,AcArAn,K1,K,T
4258,Rat,nemikaM,Tds,T,T
4259,sa,rjarasaM,BvS,B,B
4260,sa,guNAni,BvS,B,B
4261,mawsya,AjIvI,T6,T,T
4262,niwya,saMnyAsAH,Bs6,B,B
4263,sva,vaXUH,T6,T,T
4264,prawi,saxasyaM,A1,A,A
4265,wqNa,wanwuBiH,Bs6,B,B
4266,sa,gaganaH,BvS,B,B
4267,awi,AvaSyakam?,T2,T,T
4268,Gora,AkAram,Bs6,B,B
4269,saMGatana,balena,T6,T,T
4270,sa,AScaryaM,BvS,B,B
4271,na,vipaSciwaH,Tn,T,T
4272,wri,cawurAn,Bss,B,B
4273,cawurWa,BAk,Bs6,B,B
4274,aXyayana,arWam,T4,T,T
4275,anuroXa,pUrvakam,Bs5,B,B
4276,vrawa,kqSAH,T3,T,T
4277,a,SafkaH,Bsmn,B,B
4278,mAsa,mAwreNa,Bs6,B,B
4279,evam,viXa,Bs6,B,B
4280,yAwrA,kAraNawaH,K6,K,T
4281,sa,suwA,BvS,B,B
4282,pra,GarRiwA,Tp,T,T
4283,xaSa,prakaraNaH,Bs6,B,B
4284,na,gocarIm,Tn,T,T
4285,lakRa,guNA,T3,T,T
4286,arWa,avagamane,T6,T,T
4287,kqwa,niScayam,Bs3,B,B
4288,pANdava,agnInAm,K6,K,T
4289,saMXi,parvANaM,Bs6,B,B
4290,sa,yanwra,BvS,B,B
4291,kqwa,vrawAH,Bs3,B,B
4292,Apanna,cApalA,K1,K,T
4293,kqwa,vqwwiH,Bs3,B,B
4294,pra,sqwam,Tp,T,T
4295,puwra,arjiwEH,T3,T,T
4296,pUrva,ASrame,K1,K,T
4297,anuSaya,mUlasya,Bs6,B,B
4298,wapas,mUrwwe,T6,T,T
4299,prakRAliwa,afGriH,Bs3,B,B
4300,mAnasika,roga,K1,K,T
4301,nir,vaNyam,Bvp,B,B
4302,saMXi,vigrahe,Ds,D,D
4303,su,praNIwena,K1,K,T
4304,pOwra,mocayiwre,T6,T,T
4305,su,parva,K1,K,T
4306,pUjA,arhaH,Bs6,B,B
4307,Agneya,svaBAvAw,Bs6,B,B
4308,parAk,muKAH,Bs6,B,B
4309,na,nyAyyam,Tn,T,T
4310,awi,lafGanam,Tp,T,T
4311,parpata,xvayam,T6,T,T
4312,brahma,vqkRaH,K1,K,T
4313,naRta,GqNaH,Bs6,B,B
4314,an,ADyaH,Tn,T,T
4315,niyawa,AhArAH,Bs6,B,B
4316,brahman,GoRaH,T6,T,T
4317,sam,AjFapwaH,Tp,T,T
4318,nirGqNa,AwmanAm,Bs6,B,B
4319,yawa,ciwwasya,Bs6,B,B
4320,sarva,Sakwi,K1,K,T
4321,aXigawa,vixya,Bs6,B,B
4322,bqhax,aBiXAne,K1,K,T
4323,nyaswa,SaswraM,Bs6,B,B
4324,a,gaxAH,Bsmn,B,B
4325,a,koSasya,Bsmn,B,B
4326,sawva,samAviRtaH,T3,T,T
4327,SleRma,vikAram,T6,T,T
4328,Xqwa,manA,Bs3,B,B
4329,mUla,AxyEH,Bs6,B,B
4330,niyawa,AhAraH,Bs6,B,B
4331,aniwa,AxayaH,Bs6,B,B
4332,cawur,viXA,Bs6,B,B
4333,awi,balaM,Bs6,B,B
4334,a,vAcyawAm,Tn,T,T
4335,rakRiwa,AwmAnam,Bs3,B,B
4336,wikwa,katukaM,Ds,D,D
4337,upa,hAsa,Tp,T,T
4338,sva,KureNa,T6,T,T
4339,awi,uccEH,A1,A,A
4340,a,prayacCan,Tn,T,T
4341,sa,jIvam,BvS,B,B
4342,kuSa,haswaH,Bs6,B,B
4343,sWUla,parvA,Bs6,B,B
4344,yaWA,pATaM,A1,A,A
4345,Siva,nAmakasya,Bs6,B,B
4346,sa,aXikAra,BvS,B,B
4347,bahu,SruwEH,Bs6,B,B
4348,viviXa,SIlAnAM,Bs6,B,B
4349,gqha,AByanware,T6,T,T
4350,Abja,AnUpam,Ds,D,D
4351,sa,lomaBiH,BvS,B,B
4352,aBinanxana,mahowsavAya,T6,T,T
4353,su,sUkRmA,K3,K,T
4354,pipAsA,vyAkulaH,T3,T,T
4355,a,kAryaM,Tn,T,T
4356,a,pakRaH,Bsmn,B,B
4357,pAliwa,paSUnAm,K1,K,T
4358,na,xqSyawAm,Tn,T,T
4359,nAnA,viXam,A1,A,A
4360,sWira,buxZXiH,Bs6,B,B
4361,manwri,praBqwiBiH,Bs6,B,B
4362,asmaw,piwarO,T6,T,T
4363,a,vyAhawaM,Tn,T,T
4364,yuxXa,SONda,T7,T,T
4365,vyAsa,sahiwAH,T3,T,T
4366,nq,loke,T6,T,T
4367,maxIya,pAxayoH,K1,K,T
4368,buxXi,mUlaM,Bs6,B,B
4369,mahaw,mUlyAni,Bs6,B,B
4370,xaNda,pAruRyAw,T6,T,T
4371,an,AmayaH,Bsmn,B,B
4372,wax,sammuKe,T6,T,T
4373,ewax,yonIni,Bs6,B,B
4374,parama,xuScarO,K1,K,T
4375,iwi,Axini,Bs6,B,B
4376,amAwya,AxiBi,Bs6,B,B
4377,SAswra,xURakAn,T6,T,T
4378,anu,rUpA,A1,A,A
4379,evaM,viXeRu,Bs5,B,B
4380,suKa,uxayA,Bs6,B,B
4381,sa,nAWaH,BvS,B,B
4382,pracCanna,rUpam,K1,K,T
4383,SAnwi,paraH,Bs6,B,B
4384,mqwyu,rAt,K1,K,T
4385,gqha,Caxim,T6,T,T
4386,vigawa,BikRuke,Bs7,B,B
4387,sa,samAxaram,BvS,B,B
4388,paFcawriMSaw,varRIyaH,K1,K,T
4389,sa,pOraH,BvS,B,B
4390,jIviwa,kAmyayA,Bs6,B,B
4391,aXi,Awma,A1,A,A
4392,na,vaFciwA,Tn,T,T
4393,uxgawa,romaharRam,Bs6,B,B
4394,yawa,AhAraH,Bs6,B,B
4395,nir,Xanasya,Bsp,B,B
4396,niS,Sulkam,A1,A,A
4397,cawus,pAxAH,Bs6,B,B
4398,xur,AsiwAw,Tp,T,T
4399,na,prawyUham,Tn,T,T
4400,xguxa,saMjFiwam,Bs6,B,B
4401,mahA,rujaH,Bs7,B,B
4402,nija,grAme,K1,K,T
4403,samuxra,upapluwAH,T3,T,T
4404,muni,sawwamaH,K1,K,T
4405,Sawru,rUpAH,Bs6,B,B
4406,vaMSa,manvanwarasya,Ds,D,D
4407,vi,nASakaH,Tp,T,T
4408,maXu,sarpiH,Ds,D,D
4409,Axiwya,varNam,Bs6,B,B
4410,xur,avasare,Tp,T,T
4411,Suci,karmaNA,Bs6,B,B
4412,kqcCra,annaH,Bs6,B,B
4413,yuXiRTira,purogamAH,Bs6,B,B
4414,yaw,SraxXaH,Bs6,B,B
4415,nUpura,rAjiwam,T3,T,T
4416,yajFa,pAvakam,T7,T,T
4417,prawi,locanAByAm,Tp,T,T
4418,praSAnwa,Awma,Bs6,B,B
4419,miWyA,vqwwiRu,Bs6,B,B
4420,kali,jAH,T5,T,T
4421,nir,rogaH,Bvp,B,B
4422,vi,mAwA,Tp,T,T
4423,hiwa,ahiwaM,Ds,D,D
4424,vara,yAcanAya,T6,T,T
4425,siMha,avalokanam,T6,T,T
4426,SrIsaxAnanxaJA,mahoxayaH,K2,K,T
4427,sapwan,qRiBiH,K1,K,T
4428,an,ekawA,Tn,T,T
4429,sAXu,karmaNAm,Bs6,B,B
4430,rAXA,xevyAH,K7,K,T
4431,Agamana,samananwaram,T6,T,T
4432,maxya,niwyAH,Bs6,B,B
4433,pakva,vatikAm,K1,K,T
4434,su,ninxiwaH,Tg,T,T
4435,praWama,buBukRAyAm,Tm,T,T
4436,manwra,SuxXiH,T3,T,T
4437,ArAXya,xevaH,K1,K,T
4438,puruRAwman,AxO,Bs6,B,B
4439,buxXi,sAhAyyaM,K1,K,T
4440,sa,saMSayam,BvS,B,B
4441,sa,Atopam,BvS,B,B
4442,inxra,AxayaH,Bs6,B,B
4443,evam,viXAH,Bs5,B,B
4444,Cinna,jyaH,Bs6,B,B
4445,gawa,cEwanya,Bs6,B,B
4446,klAnwa,manAH,Bs6,B,B
4447,aBirUpa,pawiH,Bs6,B,B
4448,vixiwa,AwmanAm,Bs6,B,B
4449,arNava,sWam,T7,T,T
4450,labXa,avasara,Bs3,B,B
4451,sam,preriwA,Tp,T,T
4452,kawipaya,kalABiH,K1,K,T
4453,a,SuBena,Tn,T,T
4454,BayaMkara,rUpam,K1,K,T
4455,sa,vEBavena,BvS,B,B
4456,sa,anujaH,BvS,B,B
4457,para,arXyAni,Bs6,B,B
4458,bahu,vAram,K1,K,T
4459,saMskqwa,sammelanasya,T6,T,T
4460,saha,uxaraH,BvS,B,B
4461,mawi,pUrveNa,Bs6,B,B
4462,puwra,pOwre,Ds,D,D
4463,carman,avaSeRA,Bs6,B,B
4464,niSciwa,kAryakramAw,K1,K,T
4465,buxXi,AKyAni,Bs6,B,B
4466,sneha,agniH,T3,T,T
4467,na,kriyaH,Bs6,B,B
4468,sa,aBivAxanam,BvS,B,B
4469,nyagroXa,xevawAH,T6,T,T
4470,lOha,BAram,T6,T,T
4471,an,uwpawwiM,Tn,T,T
4472,wyakwa,vexaH,Bs3,B,B
4473,mAwula,gqhawaH,T6,T,T
4474,saMyukwa,parivArasya,K1,K,T
4475,svawanwra,uxyogena,K1,K,T
4476,nAnA,puRpEH,K1,K,T
4477,sa,kRAraM,BvS,B,B
4478,agniveSa,pramuKAn,Bs6,B,B
4479,awi,saralam,K1,K,T
4480,na,prakASaH,Bsmn,B,B
4481,mahaw,kaviH,K1,K,T
4482,SaraNa,gawAH,T2,T,T
4483,prawi,vAcam,Tp,T,T
4484,pra,xarSayan,Tp,T,T
4485,nis,praBaH,Bsp,B,B
4486,manaH,RaRTEH,Bs6,B,B
4487,sa,pariSramaM,BvS,B,B
4488,xur,jane,Tp,T,T
4489,vqxXa,mahASaya,K7,K,T
4490,sa,kROxraM,BvS,B,B
4491,yuga,mAwra,Bv,B,B
4492,su,muhUrwena,K1,K,T
4493,kAla,kavaliwaH,T3,T,T
4494,viviXa,xakRiNEH,Bs6,B,B
4495,pari,cArakaH,Tp,T,T
4496,yoni,vyApaxaH,T6,T,T
4497,nyAya,SrowAraH,T6,T,T
4498,nir,xaya,Bvp,B,B
4499,sa,AyAsam,Bvs,B,B
4500,sanXyA,upAswe,T2,T,T
4501,evaM,vqwwaH,Bs6,B,B
4502,kElAsa,nilayaH,Bs6,B,B
4503,wrayoxaSa,varRIyaH,K7,K,T
4504,niyawa,sWAnam,K1,K,T
4505,KZadga,haswaH,Bv,B,B
4506,sva,ASayaM,T6,T,T
4507,Apwa,xakRiNAn,Bs6,B,B
4508,wiryak,gaweH,Bs6,B,B
4509,a,balAH,Bsmn,B,B
4510,hawa,viXinA,K1,K,T
4511,na,vyavasAyinam,Tn,T,T
4512,parama,Ananxena,K1,K,T
4513,UrXva,pravarRiNaH,Bs6,B,B
4514,Gora,rUpaH,Bs6,B,B
4515,rahasya,mArgeNa,K1,K,T
4516,bala,uwkatam,T3,T,T
4517,gawa,rasaM,Bs6,B,B
4518,viparIwa,mawiH,Bs6,B,B
4519,sa,viBramam,BvS,B,B
4520,kARTa,maMjURA,T6,T,T
4521,na,spqSyasya,Tn,T,T
4522,ganXa,AxyEH,Bs6,B,B
4523,Bavaw,pawyA,T6,T,T
4524,mahaw,aparAXaH,K1,K,T
4525,a,miwraH,Tn,T,T
4526,Rat,karmA,Bs6,B,B
4527,waw,vilokya,T2,T,T
4528,SAnwa,Awmane,K1,K,T
4529,saw,mAnaM,K1,K,T
4530,su,cirAw,Tp,T,T
4531,karkaSa,SElyA,K1,K,T
4532,bahu,SAKaH,Bs7,B,B
4533,sa,wiraskAraM,A1,A,A
4534,sam,AkrAnwa,Tp,T,T
4535,pari,ApwiH,Tp,T,T
4536,sama,xarSina,Bs6,B,B
4537,kqSa,gavaH,Bs6,B,B
4538,xraRtu,kAmaH,Bv,B,B
4539,vajra,muKena,BvU,B,B
4540,garva,AviRtena,T3,T,T
4541,jijFAsa,mAnA,Bv,B,B
4542,Bqwi,arWam,T4,T,T
4543,vAwa,guNAH,T6,T,T
4544,pqRTa,BUmikA,K1,K,T
4545,ucca,paxe,K1,K,T
4546,axiwi,AxiRu,Bs6,B,B
4547,sampluwa,uxake,Bs6,B,B
4548,sa,swrI,BvS,B,B
4549,paFcaxaSa,xivasAnAm,K1,K,T
4550,maXura,janyA,T5,T,T
4551,muxiwA,anwarAwmaBiH,Bs6,B,B
4552,kRINa,balaM,Bs6,B,B
4553,bAlaka,muKAw,T6,T,T
4554,saMskqwa,aXyakRa,T6,T,T
4555,sarva,xurgANi,K1,K,T
4556,bAlaka,bAlikAnAm,T6,T,T
4557,wAdana,AxinA,Bs6,B,B
4558,mahA,ojAH,Bs6,B,B
4559,rAjan,sammAnam,T6,T,T
4560,bAbU,mahASayaH,K2,K,T
4561,brAhmaNa,rUpeNa,T6,T,T
4562,nava,vaXUH,K1,K,T
4563,Salya,rAjena,K1,K,T
4564,sWira,wimirAH,Bs7,B,B
4565,Avqwa,xvAra,K1,K,T
4566,kaWA,samApwO,T6,T,T
4567,gANdIvan,XanvanA,Bs6,B,B
4568,na,marA,Bsmn,B,B
4569,kqwa,AwmA,Bs6,B,B
4570,na,saPalAH,Tn,T,T
4571,krUra,koRTaM,Bs6,B,B
4572,kiMkarwwavya,vimUDa,T3,T,T
4573,xus,pravqwwi,Tp,T,T
4574,paFca,uxGAwEH,T3,T,T
4575,mahaw,yaSAH,Bs6,B,B
4576,BArawa,BramaNAya,T7,T,T
4577,sewu,banXaH,T6,T,T
4578,cawuH,pAxam,Bvsp,B,B
4579,saha,pArWivAH,BvS,B,B
4580,evaM,viXim,Bs5,B,B
4581,xolAyamAna,mAnasa,Bv,B,B
4582,vyAw,AnanaM,Bs6,B,B
4583,BUwa,pUrvA,A1,A,A
4584,xur,xEvam,Tp,T,T
4585,xqRta,pAram,Bs3,B,B
4586,viRaNNa,cewA,Bs6,B,B
4587,sa,xAkRiNyaH,BvS,B,B
4588,yAwa,AyAwam,Ds,D,D
4589,baxXu,kAmaH,Bs6,B,B
4590,sam,vqwam,Tp,T,T
4591,vinA,AyAsam,T3,T,T
4592,hqxaya,AxIni,Bs6,B,B
4593,puruRaH,uwwamaH,T6,T,T
4594,cawuH,guNaH,Bs7,B,B
4595,SuxXa,vipreNa,K1,K,T
4596,upa,sWiwaH,Tp,T,T
4597,pUrva,muKe,Bs6,B,B
4598,eka,mawyena,K1,K,T
4599,na,cinwyena,Bsmn,B,B
4600,na,AhAraH,Tn,T,T
4601,su,saMruxZXAH,K1,K,T
4602,na,pihiwam,Tn,T,T
4603,upa,SAnwakopaH,Bs6,B,B
4604,rukmiNi,AxiBiH,Bs6,B,B
4605,alpa,ASrayAn,Bs6,B,B
4606,lajjiwa,nayanayoH,K1,K,T
4607,kAma,AwmA,Bs6,B,B
4608,sva,jAmAwuH,T6,T,T
4609,wri,xaSEH,Bvs,B,B
4610,rAya,mahASaya,K2,K,T
4611,kamala,muKI,Bs6,B,B
4612,yaWA,xoRaM,A1,A,A
4613,Sruwa,SIle,Bs6,B,B
4614,su,praWiwa,Tp,T,T
4615,kaTina,jatilam,Ds,D,D
4616,maXya,kAye,A1,A,A
4617,sam,upajAwAm,Tp,T,T
4618,ku,BAryAyAM,K1,K,T
4619,waw,uxAram,T6,T,T
4620,aqq,BUwikAmaM,Tn,T,T
4621,anya,manaska,Bv,B,B
4622,eka,janaH,K1,K,T
4623,alpa,kAlasya,Bs6,B,B
4624,xu,sWiwiH,Tp,T,T
4625,wulya,saMBavAnAM,Bs6,B,B
4626,su,vyavasWiwam,Tp,T,T
4627,brahman,AxIn,Bs6,B,B
4628,saMwoRa,mUlaH,Bs6,B,B
4629,viSvawaH,muKAH,Bs6,B,B
4630,akRara,saMjFakam,Bs6,B,B
4631,prawyURa,pavana,T7,T,T
4632,saMvqwa,ranXraH,Bs6,B,B
4633,patta,rAjFAH,K1,K,T
4634,pra,wiRTiwAH,Tp,T,T
4635,saM,xuhyAn,Tp,T,T
4636,qk,yajuH,Ds,D,D
4637,praswAva,saxqSam,T3,T,T
4638,wyakwa,miwrEH,Bs3,B,B
4639,sa,xaXi,BvS,B,B
4640,gANdivan,XanvanaH,Bs6,B,B
4641,vaXa,arhaH,T6,T,T
4642,hIna,parNaM,Bs5,B,B
4643,nERaXa,nAma,Bs6,B,B
4644,svalpa,SUlAH,Bs7,B,B
4645,saha,Ananxam,Bvs,B,B
4646,Sawaxru,naxI,K7,K,T
4647,yAvaw,SIGram,K1,K,T
4648,sUkRma,CixrA,Bs7,B,B
4649,campA,aBiXeyAm,K7,K,T
4650,Arwa,svareNa,K1,K,T
4651,maXya,viwwAH,Bs6,B,B
4652,sarva,suKeRu,K1,K,T
4653,kqRNa,varNam,Bs6,B,B
4654,xuH,sahAH,Tp,T,T
4655,uwpawwi,saMsargaH,T6,T,T
4656,gowra,Axi,Bs6,B,B
4657,A,maraNam,A1,A,A
4658,prajA,pawi,Bs6,B,B
4659,gawa,sawwvAH,Bs6,B,B
4660,masjixa,girijAgqham,Ds,D,D
4661,kqRNa,bAlAn,K1,K,T
4662,vivaxa,mAnayo,Bv,B,B
4663,na,lakRyeNa,Tn,T,T
4664,su,pUjiwaH,Tg,T,T
4665,SrIsUkwa,uxIriwam,T7,T,T
4666,xEva,vilasiwam,T6,T,T
4667,sawawa,jvaram,K1,K,T
4668,praWama,xarSane,K1,K,T
4669,su,kqpaNAM,K1,K,T
4670,a,jIrNe,Tn,T,T
4671,yawi,Xarmam,T6,T,T
4672,sa,nAWam,BvS,B,B
4673,vimukwa,banXanam,Bs6,B,B
4674,Bagna,pqRTAw,Bs6,B,B
4675,praNava,AwmikAm,Bs6,B,B
4676,vAwa,prakqwayaH,Bs6,B,B
4677,manaH,buxXiH,Ds,D,D
4678,vixyA,Alaya,T6,T,T
4679,praWama,vAram,K1,K,T
4680,xvaMxva,sqRtAni,T3,T,T
4681,parama,asinA,K1,K,T
4682,svapna,xoRAn,T7,T,T
4683,saM,warjiwAH,Tp,T,T
4684,nyAya,Alaya,T6,T,T
4685,vyaWiwA,inxriyaH,Bs6,B,B
4686,a,prameyaM,Tn,T,T
4687,vacana,SarAH,K6,K,T
