,word1,word2,tag,BTag,label
1359,xeva,saMjFA,Bs6,B,B
1360,vi,manasaH,Tp,T,T
1361,a,SASvawaH,Tn,T,T
1362,hawa,wviRaH,Bs6,B,B
1363,su,rUpakAH,Bs6,B,B
1364,niwya,vyayA,Bs6,B,B
1365,pApa,vqwwInAM,Bs6,B,B
1366,mArga,uparoXAya,T6,T,T
1367,sa,uwkaNTA,BvS,B,B
1368,prajFAwa,lakRaNe,Bs6,B,B
1369,sIXu,pAwrANAm,T6,T,T
1370,viRaNNa,vaxanA,Bs6,B,B
1371,ugra,AyuXaH,Bs6,B,B
1372,aXigawa,rAjyasya,Bs3,B,B
1373,prasanna,AwmA,Bs6,B,B
1374,sawya,saMgaraH,Bs6,B,B
1375,sa,viMSam,BvS,B,B
1376,vara,wanu,Bs6,B,B
1377,SoNiwa,uxA,Bs6,B,B
1378,iwi,AxiH,Bs6,B,B
1379,BUri,xakRiNAH,Bs7,B,B
1380,sarva,BAvAnAM,K1,K,T
1381,mahA,iRvAsaM,Bs6,B,B
1382,kqRi,BUmiH,T6,T,T
1383,saM,viBajyAH,Tp,T,T
1384,kqwa,AramBAn,Bs3,B,B
1385,ku,XIH,Bs6,B,B
1386,AkASa,lakRaNaH,T6,T,T
1387,sa,piwAmahAH,Bvs,B,B
1388,KatvA,xevyA,K7,K,T
1389,sarva,sawwvAH,Bs6,B,B
1390,viSAla,akRaM,Bs6,B,B
1391,na,wuliwAM,Tn,T,T
1392,xeva,nirmiwam,T3,T,T
1393,mArga,xarSanam,T6,T,T
1394,waw,nikatam,T6,T,T
1395,sa,purohiwam,BvS,B,B
1396,nyaswa,xaNdaH,Bs3,B,B
1397,nawa,SirAH,Bs6,B,B
1398,sa,pipAsaH,BvS,B,B
1399,BIma,vikramAH,Bs6,B,B
1400,su,niSciwaH,K1,K,T
1401,sa,pawnIm,BvS,B,B
1402,sam,upasWApiwam,Tp,T,T
1403,kqwsna,vyavasiwAH,T6,T,T
1404,wapaH,Xanam,Bs6,B,B
1405,sawya,saMXaH,T7,T,T
1406,a,prawimAni,Bs6,B,B
1407,wapas,vanAni,T6,T,T
1408,na,prekRamANA,Tn,T,T
1409,upahawa,inxriyaH,Bs6,B,B
1410,anila,AxiBiH,Bs6,B,B
1411,upa,bruve,A1,A,A
1412,bahu,mAyaH,Bvsp,B,B
1413,nikuFciwa2,jAnuH,Bs6,B,B
1414,su,varNam,Bs6,B,B
1415,sama,xoRO,Bs6,B,B
1416,su,varcasam,Bs6,B,B
1417,nara,aXama,T7,T,T
1418,kRepwu,kAmam,Bs6,B,B
1419,na,kiFcanasya,Bsmn,B,B
1420,sIwA,nAmnA,Bs6,B,B
1421,saM,jIviwaH,Tp,T,T
1422,sam,uxyawaH,Tp,T,T
1423,su,kumArAH,K1,K,T
1424,mahA,sawwve,Bs6,B,B
1425,sa,BqwyAH,BvS,B,B
1426,nija,Asanam,K1,K,T
1427,pqWula,vakRasam,Bs6,B,B
1428,a,sixXiH,Tn,T,T
1429,pUrva,vEram,K1,K,T
1430,sa,cIwkAram,BvS,B,B
1431,na,mAniwvam,Tn,T,T
1432,kqwa,japyO,Bs3,B,B
1433,upa,pannaH,Tp,T,T
1434,su,prasixXAyA,Tp,T,T
1435,sa,balaH,BvS,B,B
1436,xeva,rAjam,T6,T,T
1437,Rat,garBAH,K1,K,T
1438,Axara,pUrvakam,Bs7,B,B
1439,upa,Agawa,Tp,T,T
1440,Bavaw,sevAm,T6,T,T
1441,xur,AcAreNa,Bvp,B,B
1442,parAkrama,prarocakAni,T6,T,T
1443,Svewa,bAlAn,K1,K,T
1444,na,xqSyA,Tn,T,T
1445,prawi,veSya,Tp,T,T
1446,kRawra,samAH,T6,T,T
1447,xagXa,muKaH,Bs6,B,B
1448,prakqwi,varNaH,BvU,B,B
1449,sva,karmaNi,T6,T,T
1450,sanxaRta,oRTaH,Bs3,B,B
1451,na,AxI,Bsmn,B,B
1452,rakwa,pataH,Bs6,B,B
1453,cawuH,xanwaM,Bvsp,B,B
1454,aXika,rasaH,K1,K,T
1455,wriH,niSAyAH,Bs6,B,B
1456,Aganwu,kAmaH,Bv,B,B
1457,xaSa,pUrvAn,Bvsp,B,B
1458,jarjara,gAwra,K1,K,T
1459,rAjya,kAmena,Bs6,B,B
1460,praNava,AxyAm,Bs6,B,B
1461,pANi,gqhIwI,Bs3,B,B
1462,pariGa,bAhavaH,Bs6,B,B
1463,janArxana,sahAye,Bs6,B,B
1464,sa,pawnIkam,BvS,B,B
1465,ewaw,mUlO,Bs6,B,B
1466,nir,Baya,Bvp,B,B
1467,sWUla,lakRyaH,Bs6,B,B
1468,sa,yawnam,Bvs,B,B
1469,sa,jale,BvS,B,B
1470,vAkya,pracoxiwaH,T3,T,T
1471,vinaya,AwmakaH,Bs6,B,B
1472,na,varXamAnaH,Tn,T,T
1473,awi,inxriyam,T2,T,T
1474,xur,viBAvyaM,Tp,T,T
1475,vi,hawAn,Tp,T,T
1476,yuvan,rAjAnAm,K1,K,T
1477,pakvASaya,ASriwe,T2,T,T
1478,suKa,xarSanam,Bs6,B,B
1479,svexa,muKAni,T6,T,T
1480,SAKA,anusAriNaH,T6,T,T
1481,sva,nirxeSane,T6,T,T
1482,asWi,ASrayANAM,Bs6,B,B
1483,upa,ASriwaH,A1,A,A
1484,safkIrNa,viSiKAyAm,K1,K,T
1485,wax,saxqSI,T6,T,T
1486,xur,meXA,Bs6,B,B
1487,BErava,svaraH,Bs6,B,B
1488,sa,SUlaM,BvS,B,B
1489,xur,guNAn,Tp,T,T
1490,Arwa,rUpAM,Bs6,B,B
1491,rakwa,kaNTaH,Bs6,B,B
1492,mala,AyaneRu,T6,T,T
1493,araNya,gamanAw,T7,T,T
1494,ciwra,gawA,T2,T,T
1495,sa,hAhAkAram,BvS,B,B
1496,axBuwa,vikramaH,Bs6,B,B
1497,evam,viXAyAm,Bs5,B,B
1498,bAhu,upaXAnaM,Bs6,B,B
1499,su,aXyakRaH,K1,K,T
1500,guNa,cyuwaH,T5,T,T
1501,para,AwmA,K1,K,T
1502,pApa,niScaye,Bs6,B,B
1503,kRux,Bayam,T5,T,T
1504,a,hiwe,Tn,T,T
1505,evaM,viXayA,Bs5,B,B
1506,yaxu3,kulam,T6,T,T
1507,kati,baxXA,Bs6,B,B
1508,jFAna,upaxeSaM,T6,T,T
1509,guru,vAsare,K7,K,T
1510,SaMsiwa,vrawAH,Bs6,B,B
1511,kaniRTa,Axi,Bs6,B,B
1512,yaWA,samayaM,A1,A,A
1513,jiwa,kroXAH,Bs3,B,B
1514,vigawa,AwmA,Bs6,B,B
1515,viviXa,vqwwAnAM,Bs6,B,B
1516,pra,wApinI,Tp,T,T
1517,nava,yuvakAH,K1,K,T
1518,SOnaka,AxayaH,Bs6,B,B
1519,an,arWEH,Tn,T,T
1520,Pala,vqkRANAm,T6,T,T
1521,Bojana,AXikyena,T6,T,T
1522,BArawIya,nAmaBya,Bs6,B,B
1523,sWUla,jihvAH,Bs6,B,B
1524,kRewra,sImAm,T6,T,T
1525,xqDa,kroXaH,Bs6,B,B
1526,na,SraxxaXAnaH,Tn,T,T
1527,yuxXa,kalAyAm,T6,T,T
1528,xus,prakqwiH,Tp,T,T
1529,puwra,pOwrEH,K1,K,T
1530,sa,upavAsam,BvS,B,B
1531,sva,jAweH,T6,T,T
1532,BavaxIya,karNayoH,K1,K,T
1533,kAla,aRtamEH,Bs6,B,B
1534,manxa,vegAH,Bs6,B,B
1535,maw,yogyaH,T4,T,T
1536,kqwa,mawiH,Bs3,B,B
1537,saMsAra,kAnwAram,K1,K,T
1538,na,nyAyena,Bsmn,B,B
1539,Bagna,manoraWasya,Bs6,B,B
1540,labXa,arWAn,Bs3,B,B
1541,mahaw,awman,Bs6,B,B
1542,roheSAnanxena,uwpAxiwaH,T3,T,T
1543,nanxi,grAma,K7,K,T
1544,uxxIpana,kAraNE,T6,T,T
1545,UrXva,raSmiH,Bs6,B,B
1546,UrXva,vAlaM,K1,K,T
1547,vivqwa,AsyaH,Bs6,B,B
1548,awi,Kinnam,Tp,T,T
1549,na,AyAsaH,Tn,T,T
1550,na,apawyawAyAH,Tn,T,T
1551,saMwyakwa,AwmA,Bs6,B,B
1552,sa,maryAxeRu,Bs6,B,B
1553,awi,xruwaM,A1,A,A
1554,kqwa,nASakaH,K3,K,T
1555,vipula,xravyaM,Bs6,B,B
1556,sam,upasWiwAnAm,Tp,T,T
1557,xeva,asurAH,DiV,D,D
1558,virAtan,praBqwInAM,Bs6,B,B
1559,niwya,viRakwAH,T7,T,T
1560,sa,kAmaH,BvS,B,B
1561,xur,xaSA,Tp,T,T
1562,pra,hqRyan,Tp,T,T
1563,snigXa,akRaM,Bs6,B,B
1564,upa,rAga,Tp,T,T
1565,pANdu,BAvena,T6,T,T
1566,grahaNIya,arWaM,Bs6,B,B
1567,waw,kAlam,K1,K,T
1568,kqRNa,prAvArakam,T6,T,T
1569,hiraNya,varNaH,BsU,B,B
1570,yajFa,pAwrANi,T6,T,T
1571,yogamAyA,samAvqwaH,T3,T,T
1572,saM,viXiH,K1,K,T
1573,waw,URare,T7,T,T
1574,a,puwrA,Bsmn,B,B
1575,ujjvala,kAnwyA,K1,K,T
1576,xarSana,ananwaram,T6,T,T
1577,sa,vEklavyam,BvS,B,B
1578,gqha,svAminA,T6,T,T
1579,wIkRNa,kaNtakAnAm,K1,K,T
1580,brAhmaNa,arpaNa,T4,T,T
1581,suKa,xuHKEH,DiV,D,D
1582,sawya,lokaH,K7,K,T
1583,na,prayacCanwam,Tn,T,T
1584,kqRNa,cakRuRaH,Bs6,B,B
1585,na,kroXaH,Tn,T,T
1586,viwawa,maswakaH,Bs6,B,B
1587,na,AmanwriwA,Tn,T,T
1588,xarpa,xalanam,T6,T,T
1589,su,sUkRmam,Tp,T,T
1590,pari,janaH,Tp,T,T
1591,xik,banXam,T6,T,T
1592,sawya,niRTa,Bv,B,B
1593,pUrva,kqwam,T2,T,T
1594,nis,wejAH,Bvp,B,B
1595,awi,premNA,Tp,T,T
1596,prabala,prawApI,K3,K,T
1597,subuxXi,nAmA,Bs6,B,B
1598,nyAya,vqwwaH,Bs6,B,B
1599,ApaH,mUrwAH,Bs6,B,B
1600,manaH,anugAni,Bs6,B,B
1601,alpa,icCuH,Bs6,B,B
1602,xur,GatanAM,Tp,T,T
1603,na,mqwasya,Tn,T,T
1604,apaXyAna,malaH,Bs6,B,B
1605,aXi,gacCawi,Tp,T,T
1606,xur,vqwwaH,Bvp,B,B
1607,waw,spqRtaH,T3,T,T
1608,na,jAnanwI,Tn,T,T
1609,purA,vixaH,A1,A,A
1610,sva,samaye,K1,K,T
1611,buxXa,avawAram,T6,T,T
1612,yaWA,kaWaFcix,A1,A,A
1613,svAxu,xrumaM,K1,K,T
1614,SrImaw,Urjiwam,T6,T,T
1615,xAna,sakweRu,T7,T,T
1616,nir,maryAxA,Bs5,B,B
1617,raNa,pANdiwyam,T7,T,T
1618,xakRiNa,pAxam,K1,K,T
1619,gawa,safgasya,Bs6,B,B
1620,kqwa,prajFAH,Bs6,B,B
1621,yAjFavalkya,purohiwaH,Bs6,B,B
1622,Safkiwa,varNaH,Bs6,B,B
1623,sarva,priyaH,T6,T,T
1624,Aloka,viSAlA,Bv,B,B
1625,sapwa,afge,Bs6,B,B
1626,meGa3,upamAH,Bs6,B,B
1627,kAma,nERTikAn,Bs7,B,B
1628,roRa,anviwa,T3,T,T
1629,SawaGnI,Xenu,K1,K,T
1630,awi,xoRam,Tp,T,T
1631,kqwa,Axyam,Bs6,B,B
1632,puRpa,varRAm,T6,T,T
1633,cinwya,Awmane,K1,K,T
1634,pari,rakRanwaH,Tp,T,T
1635,vi,kalpAH,Tp,T,T
1636,vIwa,SokaH,Bs6,B,B
1637,sa,anurAgam,BvS,B,B
1638,vi,XUmAyAM,Tp,T,T
1639,buxXa,AwmanAM,Bs6,B,B
1640,na,svIkqwya,Tn,T,T
1641,xur,manA,Bs6,B,B
1642,svalpa,buxZXiwarAH,Bs6,B,B
1643,nir,janAni,Bvp,B,B
1644,upAya,nirxeSane,T6,T,T
1645,aXas,muKa,Bs6,B,B
1646,rAma,bANEH,T6,T,T
1647,kalaBa,upamAH,Bs6,B,B
1648,pra,xawwA,Tp,T,T
1649,vIwa,BIH,Bs5,B,B
1650,a,vaSEH,Bs6,B,B
1651,awi,paruRam,A1,A,A
1652,jyeRTa,rAjFIm,K1,K,T
1653,xugXa,muKa,Bvs,B,B
1654,paFca,Awmake,Bvsp,B,B
1655,wrE,lokyasya,Tds,T,T
1656,wri,guNaM,Bvsp,B,B
1657,prApwa,vayaskAm,Bs3,B,B
1658,buxXi,inxriyANAm,T4,T,T
1659,sa,pANdavaHn,BvS,B,B
1660,prAXyApaka,mahoxayA,K7,K,T
1661,gqhIwa,avaguNTanA,Bs3,B,B
1662,xur,viceRtiwam,K1,K,T
1663,Bagavaw,xxaRtiH,T6,T,T
1664,gvAla,bAlakaH,K1,K,T
1665,rASi,varjyeRu,Bs7,B,B
1666,sa,AxaraM,BvS,B,B
1667,niH,svArWam,BvP,B,B
1668,mahaw,iRvAsA,Bs6,B,B
1669,svAyamBuva,AxyAH,Bs6,B,B
1670,sAhasa,prakqwI,Bs6,B,B
1671,inXana,vikrewuH,T6,T,T
1672,sa,karuNasya,BvS,B,B
1673,vrawa,AxInAm,Bs6,B,B
1674,hiraNya,jyowiH,Bs6,B,B
1675,nara,siMhaM,K5,K,T
1676,maxIya,mAnase,K1,K,T
1677,mukwa,safgaH,Bs3,B,B
1678,awi,xAruNAn,Tg,T,T
1679,xIna,manA,Bs6,B,B
1680,sa,mOnaM,BvS,B,B
1681,uxXqwa,maryAxEH,Bs3,B,B
1682,a,vicArya,Tp,T,T
1683,yaWA,yogaM,A1,A,A
1684,hEhaya,anvayaH,Bs6,B,B
1685,viRtara,SravasAn,BsU,B,B
1686,Awma,SuxXaye,T6,T,T
1687,pra,kRipawa,Tp,T,T
1688,parama,xuHKAnAM,Bs6,B,B
1689,lavaNa,abXO,K7,K,T
1690,kqwa,sneha,Bs4,B,B
1691,krIwa,ullAsA,Bs3,B,B
1692,sa,SarIram,Bvs,B,B
1693,praXAna,AcAryasya,K1,K,T
1694,sarva,pANdavAHn,K1,K,T
1695,a,gopAH,Bs6,B,B
1696,Kadga,haswaH,Bv,B,B
1697,SIGra,aswraH,Bs6,B,B
1698,nawa,parvaNA,Bs6,B,B
1699,gaMgA,waraMgeRu,T6,T,T
1700,sa,purohiwAH,BvS,B,B
1701,payas,muKam,Bv,B,B
1702,aSma,kuttEH,Bs6,B,B
1703,suKa,pUrNam,T3,T,T
1704,a,peyaM,Tn,T,T
1705,muRti,prakRepEH,T3,T,T
1706,sa,SawruGnaH,BvS,B,B
1707,prODA3,sulaBAni,T6,T,T
1708,Aryapuwra,virahiwA,T3,T,T
1709,pApa,karmaNaH,Bs6,B,B
1710,jAwa,xarpaH,Bs6,B,B
1711,nir,vikAravAn,Bs6,B,B
1712,manuRya,vANyA,T6,T,T
1713,sa,praSrayam,BvS,B,B
1714,anu,jAwaM,Tp,T,T
1715,ananwa,vIryaH,Bs6,B,B
1716,aXigawa,vijayAm,Bs3,B,B
1717,yaWA,arWavaw,A1,A,A
1718,hiraNya,garBaM,Bs6,B,B
1719,kqwa,buxZXInAM,Bs6,B,B
1720,baxarika,AkArAH,Bs6,B,B
1721,BikRA,pAwram,T6,T,T
1722,yuxXa,kuSalAH,T7,T,T
1723,vi,XavAnAM,Bs6,B,B
1724,puNya,SIlaH,Bs6,B,B
1725,na,avasWA,Tn,T,T
1726,iwi,AxIni,Bs6,B,B
1727,nava,vaXvA,K1,K,T
1728,xvi,wrA,Bss,B,B
1729,Baxra,janaH,K1,K,T
1730,miRta,anne,K1,K,T
1731,Rat,paxaH,Bvsp,B,B
1732,sva,mAnase,T6,T,T
1733,A,rAwri,A1,A,A
1734,sarva,avasWAsu,K1,K,T
1735,niwya,SaswraH,Bs6,B,B
1736,yaWA,prakqwi,A1,A,A
1737,puruRa,vyAGra,K5,K,T
1738,yaw,praBAvaH,Bs6,B,B
1739,kRINa,balaH,Bs6,B,B
1740,arXa,uwwarA,K1,K,T
1741,alpa,PalA,Bs7,B,B
1742,rAhu,praBqwayaH,Bs6,B,B
1743,mahenxra,AxayaH,Bs6,B,B
1744,sura,qRiNA,T6,T,T
1745,AcAra,lakRaNAH,Bs6,B,B
1746,nava,vaswUni,K1,K,T
1747,yuga,AKyAM,Bs6,B,B
1748,prAf,muKam,Bs6,B,B
1749,hIna,piwwasya,Bs6,B,B
1750,a,marRAw,Tn,T,T
1751,mahaw,AwmAnam,Bs6,B,B
1752,xUwa,SawAni,T6,T,T
1753,sam,Agawam,Tp,T,T
1754,mahaw,qRim,K1,K,T
1755,aXyAwma7,SIlinA,Bs6,B,B
1756,sahasra,kavacam,Bs6,B,B
1757,Aswikya,buxXiM,T3,T,T
1758,yawna,kqwaM,T3,T,T
1759,sawwva,vIryAH,Bs6,B,B
1760,arIvehU,nAmnI,Bs6,B,B
1761,sAXu,vacaneRu,T6,T,T
1762,eka,rAwreNa,K1,K,T
1763,waw,manAH,Bs6,B,B
1764,uRNa,vAriNA,K1,K,T
1765,BUwa,viSiRtAH,T3,T,T
1766,agni,sAkRi,K6,K,T
1767,prahqRta,vaxanaH,Bs6,B,B
1768,hArixra,varNaM,Bs6,B,B
1769,an,iRtAn,Tn,T,T
1770,manxa,rujaM,K1,K,T
1771,nis,SabxaM,A1,A,A
1772,hqRta,manasaH,Bs6,B,B
1773,sixXa,arWasya,Bs6,B,B
1774,baxXa,parikarasya,Bs6,B,B
1775,manyu,pafkAm,Bs6,B,B
1776,Sawru,saMGAwaM,T6,T,T
1777,xus,karmA,Bs6,B,B
1778,niH,safgaH,Bs6,B,B
1779,puruRa,uciwA,T4,T,T
1780,sa,sanwoRam,BvS,B,B
1781,upavAsa,vrawam,Ds,D,D
1782,su,kumAra,Tp,T,T
1783,pra,caliwA,Tp,T,T
1784,apekRiwa,rUpeNa,K1,K,T
1785,vipula,SroNI,Bs6,B,B
1786,xuHKa,anwam,Bs6,B,B
1787,na,Bexyena,Tn,T,T
1788,alpa,vayaskA,Bs6,B,B
1789,XUwa,pApmAnaM,Bs6,B,B
1790,kapata,miwram,K1,K,T
1791,Awma,pariwyAgaH,T6,T,T
1792,rAjan,jyowiRiNA,T6,T,T
1793,sa,suKam,Bvs,B,B
1794,gocara,BUmiH,K1,K,T
1795,vAwa,upamaH,Bs6,B,B
1796,waw,avaboXanAya,T6,T,T
1797,canxanaxAsa,nAmA,Bs6,B,B
1798,saha,parivAra,Bvs,B,B
1799,cOrya,rUpasya,Bs6,B,B
1800,an,AhiwAgnayaH,Bs6,B,B
1801,sura,inxrasya,T6,T,T
1802,sEnya,Axi,Bs6,B,B
1803,sa,SarkaraM,BvS,B,B
1804,upahAsa,miSriwena,T3,T,T
1805,kalaha,priyAH,Bs6,B,B
1806,subAhu,mArIcO,Di,D,D
1807,puwra,pOwrAn,Di,D,D
1808,rAma,lakRmaNAByAm,Di,D,D
1809,kRuw,pipAsayoH,Di,D,D
1810,Inxra,ISAnayoH,Di,D,D
1811,Pala,mUlAH,Di,D,D
1812,vrIhi,yavaM,Di,D,D
1813,go3,brAhmaNAnAm,Di,D,D
1814,japa,homAn,Di,D,D
1815,Agama,anugamaM,Di,D,D
1816,guNa,prakqwInAm,Di,D,D
1817,raja,wamoByAM,Di,D,D
1818,nara,nArAyaNayoH,Di,D,D
1819,suKa,xuHKayoH,Di,D,D
1820,wvak,mAMsayoH,Di,D,D
1821,mArkaNdeya,ASvalAyanO,Di,D,D
1822,vyakwa,avyakwe,Di,D,D
1823,xvA,xaSaBiH,Di,D,D
1824,priya,xveRyANi,Di,D,D
1825,BUwIka,paFcamUlAByAM,Di,D,D
1826,niSaTa,unmukO,Di,D,D
1827,xeha,sawwvayoH,Di,D,D
1828,pOra,jAnapaxAH,Di,D,D
1829,priyavrawa,uwwAnapAxO,Di,D,D
1830,pAyU,upasWO,Di,D,D
1831,vyAna,uxAnO,Di,D,D
1832,gavya,mAhiRe,Di,D,D
1833,elA,guruNI,Di,D,D
1834,upoxikA,xaXiByAM,Di,D,D
1835,Suka,sAraNO,Di,D,D
1836,kara,xehayoH,Di,D,D
1837,Ahava,AwapAH,Di,D,D
1838,caNdIprasAxa,saxAnanxO,Di,D,D
1839,jaya,vijayayoH,Di,D,D
1840,alaMkaraNa,BojyaM,Di,D,D
1841,SuBa,aSuBena,Di,D,D
1842,krimi,kuRTinAm,Di,D,D
1843,wvak,jihvA,Di,D,D
1844,kAka,mqgO,Di,D,D
1845,sukqwa,xuRkqwe,Di,D,D
1846,kaWA,kAvyAya,Di,D,D
1847,nAraxa,parvawayoH,Di,D,D
1848,gawa,Agawam,Di,D,D
1849,go,brAhmaNAnAm,Di,D,D
1850,suKa,xuHKeRu,Di,D,D
1851,somasunxara,vijayaxevayoH,Di,D,D
1852,Sabxa,sparSO,Di,D,D
1853,baswi,mehanayoH,Di,D,D
1854,anwarxXi,pAlinO,Di,D,D
1855,hari,SafkarayoH,Di,D,D
1856,vAsanA,snehayoH,Di,D,D
1857,akRi,xanwe,Di,D,D
1858,anna,pAne,Di,D,D
1859,Barawa,SawruGnayoH,Di,D,D
1860,mqga,SUkarO,Di,D,D
1861,buxZXi,newrEH,Di,D,D
1862,agnin,mAruwOn,Di,D,D
1863,paMca,RANAm,Di,D,D
1864,sura,xAnavEH,Di,D,D
1865,rasa,malAByAM,Di,D,D
1866,vAk,manoByAM,Di,D,D
1867,XAwA,viXAwArO,Di,D,D
1868,kIta,pawaMgeRu,Di,D,D
1869,yakRa,rAkRasAn,Di,D,D
1870,yamala,arjunayoH,Di,D,D
1871,uxaya,aswamane,Di,D,D
1872,bAlaka,bAlikAH,Di,D,D
1873,iRtikA,praswarANAm,Di,D,D
1874,pIwa,rakwABiH,Di,D,D
1875,sixZXa,sAXyayoH,Di,D,D
1876,AkAra,prakAreNa,Di,D,D
1877,ahalyA,gOwamayoH,Di,D,D
1878,piwq,pEwAmahaM,Di,D,D
1879,sruk,sruvO,Di,D,D
1880,puNya,pApayoH,Di,D,D
1881,pawi,pawnyO,Di,D,D
1882,SiSna,uxaraM,Di,D,D
1883,maXu,payoByAM,Di,D,D
1884,kAma,xveRAw,Di,D,D
1885,sapwalA,SafKinIRu,Di,D,D
1886,rasaH,sparSe,Di,D,D
1887,rAmanAWa,guNaSIlAByAm,Di,D,D
1888,niSvAsa,ucCvAsA,Di,D,D
1889,sahaxeva,ramAnAWO,Di,D,D
1890,hikkA,SvAsO,Di,D,D
1891,svAxu,amlO,Di,D,D
1892,praBava,apyayaH,Di,D,D
1893,vAyuH,pAvakO,Di,D,D
1894,ahaH,kRape,Di,D,D
1895,galaSAlUka,SuNdike,Di,D,D
1896,canxran,AxiwyOn,Di,D,D
1897,Xarma,mImAMsA,Di,D,D
1898,wApasa,ASramiNAM,Di,D,D
1899,mAwq,mAwulO,Di,D,D
1900,kargaxa,leKanIH,Di,D,D
1901,lAlana,pAlanAByAm,Di,D,D
1902,kampillaka,AragvaXayoH,Di,D,D
1903,guNa,xoRAH,Di,D,D
1904,kula,anvayaH,Di,D,D
1905,praWama,maXyamO,Di,D,D
1906,snigXa,sWavirO,Di,D,D
1907,brAmhaNa,kRawriyANAM,Di,D,D
1908,jaya,vijayO,Di,D,D
1909,go,mahiRIBiH,Di,D,D
1910,xiv,pqWivyoH,Di,D,D
1911,cawur,xaSa,Di,D,D
1912,loka,vexayoH,Di,D,D
1913,yamala,arjunO,Di,D,D
1914,hari,harO,Di,D,D
1915,sixXi,asixXyoH,Di,D,D
1916,kamala,uwpale,Di,D,D
1917,sneha,virecanEH,Di,D,D
1918,sAMvawsarika,purohiwO,Di,D,D
1919,aha,rAwra,Di,D,D
1920,piwA,puwrO,Di,D,D
1921,acyuwa,yuXiRTirO,Di,D,D
1922,rAga,roRO,Di,D,D
1923,xAna,xakRiNAm,Di,D,D
1924,puwra,pOwrANAM,Di,D,D
1925,ninxA,praSaMsAByAM,Di,D,D
1926,saw,asaw,Di,D,D
1927,soma,ISayoH,Di,D,D
1928,piwq,pEwAmahe,Di,D,D
1929,Xarma,aXarmasya,Di,D,D
1930,yoga,kRemAn,Di,D,D
1931,yoga,nyAyEH,Di,D,D
1932,uwwama,aXamayoH,Di,D,D
1933,walavara,AnXrakAH,Di,D,D
1934,Axi,maXyaM,Di,D,D
1935,SruwakIrwi,SawruGnayoH,Di,D,D
1936,priya,xveRye,Di,D,D
1937,vAxi,prawivAxinoH,Di,D,D
1938,vAwa,varRe,Di,D,D
1939,sura,qRiBiH,Di,D,D
1940,maSaka,uxumbarO,Di,D,D
1941,kAka,ulUkaM,Di,D,D
1942,kRINa,vqxXAnAM,Di,D,D
1943,swrI,puruRayoH,Di,D,D
1944,Suka,sArikANAm,Di,D,D
1945,vyAsa,samAsinyA,Di,D,D
1946,sinXu,sOvIrAH,Di,D,D
1947,BerI,mqxafgapaNavAn,Di,D,D
1948,muxgaparNI,mARaparNyO,Di,D,D
1949,xxeSa,kAlasya,Di,D,D
1950,SaSi,sUryayoH,Di,D,D
1951,ASrama,AraNyaM,Di,D,D
1952,yoga,kRemaM,Di,D,D
1953,kAmali,uxariNAM,Di,D,D
1954,janavAxa,mqRAvAxaH,Di,D,D
1955,go,brAhmaNe,Di,D,D
1956,varma,kuNdale,Di,D,D
1957,rUpa,ganXAnAm,Di,D,D
1958,xuRyanwa,SakunwalayoH,Di,D,D
1959,mUla,PalEH,Di,D,D
1960,xeva,manuRyeRu,Di,D,D
1961,pawi,pawnyoH,Di,D,D
1962,anupamA,rAmaSAswriNoH,Di,D,D
1963,wila,waNdulAH,Di,D,D
1964,aSmakan,sumanwunA,Di,D,D
1965,vinASa,praBava,Di,D,D
1966,lakRaNa,uxxeSaH,Di,D,D
1967,vana,xurgANi,Di,D,D
1968,prANa,janmanI,Di,D,D
1969,anala,uxake,Di,D,D
1970,maXu,mAMsEH,Di,D,D
1971,xrupaxan,xrOpaxeyAnAMn,Di,D,D
1972,lakRmaNa,sIwAByAm,Di,D,D
1973,pANi,pAxaM,Di,D,D
1974,rAsnA,guruNI,Di,D,D
1975,kuberan,xroNayoHn,Di,D,D
1976,guru,SiRyayo,Di,D,D
1977,rasa,pAkayoH,Di,D,D
1978,Axiwya,canxrO,Di,D,D
1979,praBava,pralayO,Di,D,D
1980,sawya,manyuByAM,Di,D,D
1981,mAnuRa,cAraNAH,Di,D,D
1982,Kadga,aSvayoH,Di,D,D
1983,miWyA,sawyayo,Di,D,D
1984,nata,natIByAM,Di,D,D
1985,xEva,lOkike,Di,D,D
1986,svAmi,sacivAnAm,Di,D,D
1987,yuXiRTira,XanaMjayO,Di,D,D
1988,SawruGna,BarawO,Di,D,D
1989,xeva3,asurEH,Di,D,D
1990,Bava,apyayO,Di,D,D
1991,priya,apriye,Di,D,D
1992,hiwa,ahiwO,Di,D,D
1993,rAjasUya,aSvameXAxIn,Di,D,D
1994,cakiwa,cakiwO,Di,D,D
